ha	UH	ha
walks	VVZ	walk
right	NN	right
in	IN	in
here	RB	here
.	SENT	.
know	VV	know
why	WRB	why
?	SENT	?
that	DT	that
's	VVZ	's
where	WRB	where
his	PP$	his
play	NN	play
uhhuh	NN	uhhuh
.	SENT	.
the	DT	the
boy	NN	boy
squeezed	VVD	squeeze
the	DT	the
kitty	NN	kitty
.	SENT	.
squeezing	VVG	squeeze
his	PP$	his
neck	NN	neck
.	SENT	.
and	CC	and
the	DT	the
dog	NN	dog
climbed	VVD	climb
up	IN	up
the	DT	the
tree	NN	tree
.	SENT	.
now	RB	now
they	PP	they
're	VVP	're
both	DT	both
safe	NN	safe
.	SENT	.
but	CC	but
he	PP	he
can	MD	can
climb	VV	climb
trees	NNS	tree
.	SENT	.
awoh	NN	awoh
.	SENT	.
he	PP	he
's	VVZ	's
gon	VVG	gon
na	TO	na
go	VV	go
in	IN	in
the	DT	the
wrong	JJ	wrong
tree	NN	tree
.	SENT	.
ch	JJ	ch
,	,	,
ch	JJ	ch
,	,	,
ch	JJ	ch
.	SENT	.
help	VV	help
,	,	,
help	VV	help
,	,	,
there	EX	there
's	VVZ	's
no	DT	no
dog	NN	dog
up	IN	up
here	RB	here
.	SENT	.
there	EX	there
is	VBZ	be
a	DT	a
dog	NN	dog
.	SENT	.
yeow	NN	yeow
.	SENT	.
now	RB	now
come	VV	come
on	IN	on
.	SENT	.
now	RB	now
,	,	,
he	PP	he
now	RB	now
the	DT	the
girl	NN	girl
's	POS	's
going	VVG	go
.	SENT	.
now	RB	now
he	PP	he
's	VVZ	's
lying	VVG	lie
down	RB	down
for	IN	for
a	DT	a
nap	NN	nap
.	SENT	.
now	RB	now
here	RB	here
goes	VVZ	go
the	DT	the
girl	NN	girl
.	SENT	.
brr	NN	brr
.	SENT	.
okay	JJ	okay
.	SENT	.
I	PP	i
can	MD	can
n't	RB	not
climb	VV	climb
tree	NN	tree
.	SENT	.
I	PP	i
was	VBD	be
a	DT	a
walk	NN	walk
.	SENT	.
she	PP	she
can	MD	can
n't	RB	not
climb	VV	climb
it	PP	it
.	SENT	.
guess	VVP	guess
what	WP	what
?	SENT	?
the	DT	the
cat	NN	cat
kissing	VVG	kiss
the	DT	the
dog	NN	dog
.	SENT	.
the	DT	the
dog	NN	dog
bit	NN	bite
the	DT	the
girl	NN	girl
.	SENT	.
she	PP	she
can	MD	can
climb	VV	climb
the	DT	the
mountains	NNS	mountain
very	RB	very
well	RB	well
and	CC	and
the	DT	the
boy	NN	boy
can	MD	can
n't	RB	not
.	SENT	.
she	PP	she
trying	VVG	try
to	TO	to
play	VV	play
but	CC	but
the	DT	the
boy	NN	boy
has	VHZ	have
to	TO	to
go	VV	go
to	TO	to
school	VV	school
.	SENT	.
what	WP	what
a	DT	a
crap	NN	crap
.	SENT	.
there	EX	there
goes	VVZ	go
the	DT	the
car	NN	car
back	RB	back
to	TO	to
the	DT	the
school	NN	school
.	SENT	.
brr	NN	brr
.	SENT	.
come	VV	come
on	IN	on
,	,	,
boy	NN	boy
.	SENT	.
now	RB	now
they	PP	they
get	VVP	get
off	IN	off
.	SENT	.
and	CC	and
now	RB	now
they	PP	they
're	VVP	're
home	NN	home
.	SENT	.
hey	UH	hey
,	,	,
what	WP	what
's	VVZ	's
this	DT	this
?	SENT	?
oh	UH	oh
yeah	UH	yeah
,	,	,
that	DT	that
's	VVZ	's
lips	NNS	lip
.	SENT	.
I	PP	i
think	VVP	think
she	PP	she
wants	VVZ	want
me	PP	me
.	SENT	.
alright	NN	alright
,	,	,
girl	NN	girl
,	,	,
I	PP	i
'm	VBP	be
coming	VVG	come
.	SENT	.
scratch	NN	scratch
,	,	,
rrr	NN	rrr
.	SENT	.
the	DT	the
little	JJ	little
girl	NN	girl
.	SENT	.
know	VV	know
why	WRB	why
?	SENT	?
now	RB	now
they	PP	they
're	VVP	're
playing	VVG	play
outside	IN	outside
.	SENT	.
kitty	NN	kitty
goes	VVZ	go
right	NN	right
in	IN	in
the	DT	the
right	RB	right
here	RB	here
.	SENT	.
and	CC	and
the	DT	the
dog	NN	dog
comes	NNS	come
.	SENT	.
and	CC	and
the	DT	the
dog	NN	dog
going	VVG	go
to	TO	to
hunt	VV	hunt
for	IN	for
someone	NN	someone
.	SENT	.
ch	JJ	ch
,	,	,
ch	JJ	ch
,	,	,
ch	JJ	ch
,	,	,
ch	JJ	ch
.	SENT	.
and	CC	and
he	PP	he
goes	VVZ	go
right	RB	right
here	RB	here
.	SENT	.
female	JJ	female
.	SENT	.
female	JJ	female
.	SENT	.
her	PP$	her
name	NN	name
is	VBZ	be
Ketchup	NP	ketchup
.	SENT	.
brr	NN	brr
.	SENT	.
she	PP	she
's	VVZ	's
too	RB	too
late	JJ	late
.	SENT	.
brr	NN	brr
.	SENT	.
okay	JJ	okay
,	,	,
we	PP	we
're	VVP	're
off	IN	off
.	SENT	.
now	RB	now
,	,	,
the	DT	the
kitty	NN	kitty
comes	VVZ	come
down	RB	down
.	SENT	.
then	RB	then
she	PP	she
climbs	VVZ	climb
up	IN	up
a	DT	a
tree	NN	tree
.	SENT	.
the	DT	the
doggie	JJ	doggie
's	POS	's
not	RB	not
afraid	JJ	afraid
.	SENT	.
she	PP	she
's	VVZ	's
afraid	JJ	afraid
.	SENT	.
the	DT	the
girl	NN	girl
.	SENT	.
come	VV	come
on	IN	on
,	,	,
I	PP	i
'm	VBP	be
ready	JJ	ready
.	SENT	.
now	RB	now
she	PP	she
starts	VVZ	start
climbing	VVG	climb
up	IN	up
again	RB	again
.	SENT	.
awoh	NN	awoh
,	,	,
they	PP	they
better	JJR	better
go	VV	go
inside	IN	inside
.	SENT	.
kitty	NN	kitty
better	JJR	better
go	VV	go
inside	IN	inside
her	PP$	her
den	NN	den
.	SENT	.
the	DT	the
kitty	NN	kitty
's	POS	's
sleeping	VVG	sleep
now	RB	now
.	SENT	.
uhhuh	NN	uhhuh
.	SENT	.
come	VV	come
on	IN	on
.	SENT	.
why	WRB	why
not	RB	not
?	SENT	?
because	IN	because
it	PP	it
's	VVZ	's
gon	VVG	gon
na	TO	na
be	VB	be
nighttime	JJ	nighttime
.	SENT	.
now	RB	now
they	PP	they
're	VVP	're
sleeping	VVG	sleep
sound	NN	sound
asleep	RB	asleep
.	SENT	.
right	NN	right
on	IN	on
their	PP$	their
bed	NN	bed
.	SENT	.
and	CC	and
it	PP	it
gon	VVG	gon
na	TO	na
be	VB	be
nighttime	JJ	nighttime
.	SENT	.
there	EX	there
's	VVZ	's
going	VVG	go
to	TO	to
be	VB	be
just	RB	just
a	DT	a
moon	NN	moon
up	IN	up
tonight	RB	tonight
.	SENT	.
and	CC	and
the	DT	the
moon	NN	moon
comes	VVZ	come
up	IN	up
but	CC	but
nothing	NN	nothing
else	RB	else
comes	VVZ	come
up	IN	up
.	SENT	.
and	CC	and
then	RB	then
it	PP	it
's	VVZ	's
all	DT	all
dark	JJ	dark
everywhere	RB	everywhere
.	SENT	.
except	IN	except
now	RB	now
the	DT	the
moon	NN	moon
is	VBZ	be
shining	VVG	shine
but	CC	but
the	DT	the
stars	NNS	star
not	RB	not
out	IN	out
tonight	RB	tonight
.	SENT	.
know	VV	know
why	WRB	why
?	SENT	?
because	IN	because
it	PP	it
's	VVZ	's
not	RB	not
Saturday	NP	saturday
night	NN	night
.	SENT	.
no	DT	no
.	SENT	.
and	CC	and
the	DT	the
star	NN	star
is	VBZ	be
n't	RB	not
up	IN	up
on	IN	on
Saturday	NP	saturday
night	NN	night
.	SENT	.
that	DT	that
's	VVZ	's
why	WRB	why
the	DT	the
moon	NN	moon
is	VBZ	be
so	RB	so
bright	JJ	bright
.	SENT	.
there	EX	there
are	VBP	be
too	RB	too
many	JJ	many
clouds	NNS	cloud
and	CC	and
a	DT	a
moon	NN	moon
shining	VVG	shine
tonight	RB	tonight
.	SENT	.
that	DT	that
's	VVZ	's
why	WRB	why
the	DT	the
clouds	NNS	cloud
are	VBP	be
in	IN	in
you	PP	you
can	MD	can
n't	RB	not
set	VVN	set
the	DT	the
clouds	NNS	cloud
.	SENT	.
they	PP	they
're	VVP	're
too	RB	too
the	DT	the
moon	NN	moon
is	VBZ	be
shining	VVG	shine
on	IN	on
the	DT	the
clouds	NNS	cloud
.	SENT	.
you	PP	you
can	MD	can
see	VV	see
little	JJ	little
bumps	NNS	bump
on	IN	on
the	DT	the
moon	NN	moon
,	,	,
though	IN	though
.	SENT	.
now	RB	now
the	DT	the
kitty	NN	kitty
creeps	VVZ	creep
the	DT	the
kitty	NN	kitty
crept	VVN	creep
out	IN	out
.	SENT	.
kerplunk	NN	kerplunk
.	SENT	.
she	PP	she
falls	VVZ	fall
down	RB	down
again	RB	again
but	CC	but
she	PP	she
can	MD	can
n't	RB	not
fly	VV	fly
.	SENT	.
uhhuh	NN	uhhuh
.	SENT	.
she	PP	she
tried	VVD	try
to	TO	to
up	IN	up
in	IN	in
the	DT	the
sky	NN	sky
and	CC	and
fly	VV	fly
.	SENT	.
whoosh	VVP	whoosh
.	SENT	.
do	VVP	do
you	PP	you
know	VV	know
how	WRB	how
to	TO	to
fly	VV	fly
?	SENT	?
sure	JJ	sure
I	PP	i
do	VVP	do
.	SENT	.
give	VV	give
me	PP	me
a	DT	a
ride	NN	ride
please	UH	please
.	SENT	.
alright	NN	alright
.	SENT	.
let	VV	let
's	POS	's
go	NN	go
up	IN	up
the	DT	the
tree	NN	tree
.	SENT	.
right	NN	right
.	SENT	.
the	DT	the
low	NN	low
is	VBZ	be
the	DT	the
cat	NN	cat
and	CC	and
the	DT	the
high	NN	high
is	VBZ	be
the	DT	the
dog	NN	dog
.	SENT	.
okay	JJ	okay
,	,	,
now	RB	now
they	PP	they
're	VVP	're
going	VVG	go
up	IN	up
there	RB	there
.	SENT	.
what	WP	what
?	SENT	?
oh	UH	oh
.	SENT	.
oh	UH	oh
.	SENT	.
now	RB	now
,	,	,
he	PP	he
got	VVD	get
in	IN	in
the	DT	the
wrong	JJ	wrong
place	NN	place
.	SENT	.
here	RB	here
's	VVZ	's
where	WRB	where
the	DT	the
cat	NN	cat
goes	VVZ	go
.	SENT	.
alright	NN	alright
now	RB	now
,	,	,
you	PP	you
cat	NN	cat
go	NN	go
.	SENT	.
there	RB	there
.	SENT	.
I	PP	i
wanna	VVP	wanna
talk	VV	talk
.	SENT	.
wanna	VV	wanna
talk	NN	talk
?	SENT	?
okay	JJ	okay
.	SENT	.
uhhuh	NN	uhhuh
.	SENT	.
mhm	NN	mhm
.	SENT	.
I	PP	i
and	CC	and
the	DT	the
boy	NN	boy
and	CC	and
girl	NN	girl
are	VBP	be
sleeping	VVG	sleep
.	SENT	.
the	DT	the
moon	NN	moon
is	VBZ	be
shining	VVG	shine
but	CC	but
it	PP	it
's	VVZ	's
too	RB	too
bright	JJ	bright
to	TO	to
see	VV	see
the	DT	the
stars	NNS	star
.	SENT	.
and	CC	and
it	PP	it
's	VVZ	's
too	RB	too
bright	JJ	bright
to	TO	to
see	VV	see
the	DT	the
clouds	NNS	cloud
,	,	,
too	RB	too
.	SENT	.
and	CC	and
and	CC	and
it	PP	it
's	VVZ	's
dark	JJ	dark
outside	IN	outside
.	SENT	.
how	WRB	how
come	VV	come
we	PP	we
can	MD	can
n't	RB	not
touch	VV	touch
the	DT	the
button	NN	button
?	SENT	?
Daddy	NP	daddy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
I	PP	i
want	VVP	want
to	TO	to
hear	VV	hear
my	PP$	my
voice	NN	voice
.	SENT	.
awoh	NN	awoh
.	SENT	.
blah	NN	blah
.	SENT	.
watch	VV	watch
.	SENT	.
see	VV	see
.	SENT	.
it	PP	it
has	VHZ	have
to	TO	to
be	VB	be
like	IN	like
that	DT	that
.	SENT	.
and	CC	and
now	RB	now
the	DT	the
cat	NN	cat
's	POS	's
gon	VVG	gon
na	TO	na
climb	VV	climb
up	IN	up
,	,	,
all	PDT	all
the	DT	the
way	NN	way
up	IN	up
,	,	,
to	TO	to
the	DT	the
sky	NN	sky
.	SENT	.
yeow	NN	yeow
.	SENT	.
she	PP	she
threw	VVD	throw
up	IN	up
.	SENT	.
uhhuh	NN	uhhuh
.	SENT	.
the	DT	the
kitty	NN	kitty
threw	VVD	throw
up	IN	up
in	IN	in
the	DT	the
grass	NN	grass
.	SENT	.
and	CC	and
ran	VVD	run
off	IN	off
and	CC	and
then	JJ	then
people	NNS	person
walk	VVP	walk
.	SENT	.
right	RB	right
here	RB	here
and	CC	and
guess	VVP	guess
what	WP	what
?	SENT	?
they	PP	they
'll	MD	will
get	VV	get
awoh	NN	awoh
,	,	,
doggie	JJ	doggie
,	,	,
I	PP	i
'm	VBP	be
sick	JJ	sick
.	SENT	.
she	PP	she
did	VVD	do
it	PP	it
again	RB	again
.	SENT	.
the	DT	the
kitty	NN	kitty
.	SENT	.
poor	JJ	poor
kitty	NN	kitty
.	SENT	.
I	PP	i
gave	VVD	give
her	PP$	her
a	DT	a
kiss	NN	kiss
.	SENT	.
googoo	NN	googoo
.	SENT	.
Daddy	NP	daddy
,	,	,
wa	VV	wa
.	SENT	.
can	MD	can
you	PP	you
feed	VV	feed
yourself	PP	yourself
?	SENT	?
yeow	NN	yeow
.	SENT	.
what	WP	what
was	VBD	be
that	IN	that
?	SENT	?
I	PP	i
do	VVP	do
n't	RB	not
know	VV	know
.	SENT	.
dadada	NN	dadada
.	SENT	.
try	VV	try
to	TO	to
find	VV	find
me	PP	me
.	SENT	.
dododo	NN	dododo
.	SENT	.
where	WRB	where
is	VBZ	be
that	DT	that
kitty	NN	kitty
?	SENT	?
growl	NN	growl
.	SENT	.
I	PP	i
'm	VBP	be
so	RB	so
excited	VVN	excite
.	SENT	.
I	PP	i
'm	VBP	be
so	RB	so
excited	VVN	excite
.	SENT	.
kitty	NN	kitty
.	SENT	.
growl	NN	growl
.	SENT	.
I	PP	i
can	MD	can
see	VV	see
you	PP	you
.	SENT	.
you	PP	you
're	VVP	're
right	NN	right
in	IN	in
the	DT	the
mountains	NNS	mountain
.	SENT	.
no	DT	no
I	PP	i
'm	VBP	be
not	RB	not
.	SENT	.
dumdum	NN	dumdum
.	SENT	.
I	PP	i
found	VVD	find
you	PP	you
.	SENT	.
I	PP	i
found	VVD	find
you	PP	you
.	SENT	.
hurray	NN	hurray
,	,	,
kitty	NN	kitty
.	SENT	.
go	VV	go
back	RB	back
in	IN	in
your	PP$	your
den	NN	den
.	SENT	.
know	VV	know
why	WRB	why
?	SENT	?
and	CC	and
now	RB	now
is	VBZ	be
the	DT	the
sun	NN	sun
coming	VVG	come
up	IN	up
.	SENT	.
whoopee	NN	whoopee
.	SENT	.
it	PP	it
can	MD	can
n't	RB	not
be	VB	be
sun	NN	sun
time	NN	time
.	SENT	.
it	PP	it
's	VVZ	's
gon	VVG	gon
na	TO	na
be	VB	be
lightning	NN	lightning
time	NN	time
tonight	RB	tonight
.	SENT	.
awoh	NN	awoh
.	SENT	.
all	PDT	all
the	DT	the
storm	NN	storm
's	POS	's
gon	VVG	gon
na	TO	na
come	VV	come
.	SENT	.
better	JJR	better
watch	VV	watch
out	IN	out
,	,	,
dog	NN	dog
.	SENT	.
a	DT	a
storm	NN	storm
's	POS	's
gon	VVG	gon
na	TO	na
come	VV	come
.	SENT	.
wait	VV	wait
,	,	,
yik	NN	yik
.	SENT	.
he	PP	he
's	VVZ	's
scared	VVN	scare
of	IN	of
storms	NNS	storm
.	SENT	.
they	PP	they
're	VVP	're
all	DT	all
sleeping	VVG	sleep
and	CC	and
they	PP	they
could	MD	could
n't	RB	not
and	CC	and
tonight	RB	tonight
they	PP	they
could	MD	could
n't	RB	not
guess	VV	guess
what	WP	what
they	PP	they
could	MD	could
n't	RB	not
do	VV	do
tonight	RB	tonight
.	SENT	.
they	PP	they
could	MD	could
n't	RB	not
play	VV	play
today	NN	today
.	SENT	.
whoops	VVZ	whoop
.	SENT	.
wow	NN	wow
,	,	,
it	PP	it
's	VVZ	's
dark	JJ	dark
here	RB	here
tonight	RB	tonight
.	SENT	.
wow	NN	wow
.	SENT	.
now	RB	now
the	DT	the
moon	NN	moon
's	POS	's
shining	VVG	shine
.	SENT	.
and	CC	and
now	RB	now
one	CD	one
star	NN	star
's	POS	's
coming	VVG	come
out	IN	out
.	SENT	.
look	NN	look
it	PP	it
.	SENT	.
now	RB	now
it	PP	it
's	VVZ	's
nighttime	JJ	nighttime
.	SENT	.
now	RB	now
it	PP	it
's	VVZ	's
nighttime	JJ	nighttime
again	RB	again
and	CC	and
the	DT	the
moon	NN	moon
are	VBP	be
shining	VVG	shine
tonight	RB	tonight
.	SENT	.
but	CC	but
they	PP	they
but	CC	but
all	PDT	all
the	DT	the
people	NNS	person
are	VBP	be
in	IN	in
their	PP$	their
dens	NNS	den
now	RB	now
.	SENT	.
and	CC	and
I	PP	i
wanna	VVP	wanna
hear	VV	hear
my	PP$	my
now	RB	now
I	PP	i
wanna	VVP	wanna
hear	VV	hear
my	PP$	my
voice	NN	voice
.	SENT	.
alright	NN	alright
?	SENT	?
what	WP	what
baby	NN	baby
?	SENT	?
alright	NN	alright
.	SENT	.
Mommy	NP	mommy
.	SENT	.
I	PP	i
found	VVD	find
my	PP$	my
shoes	NNS	shoe
.	SENT	.
lem	NN	lem
me	PP	me
see	VVP	see
.	SENT	.
he	PP	he
is	VBZ	be
a	DT	a
tiger	NN	tiger
.	SENT	.
okay	JJ	okay
.	SENT	.
this	DT	this
is	VBZ	be
the	DT	the
mommy	NN	mommy
.	SENT	.
uhhuh	NN	uhhuh
.	SENT	.
the	DT	the
the	DT	the
the	DT	the
boy	NN	boy
is	VBZ	be
the	DT	the
father	NN	father
and	CC	and
the	DT	the
girl	NN	girl
is	VBZ	be
the	DT	the
mother	NN	mother
.	SENT	.
tootoodoo	NN	tootoodoo
.	SENT	.
growl	NN	growl
.	SENT	.
know	VV	know
why	WRB	why
the	DT	the
baby	NN	baby
's	POS	's
running	VVG	run
?	SENT	?
a	DT	a
googoo	NN	googoo
.	SENT	.
tiger	NN	tiger
,	,	,
do	VVP	do
n't	RB	not
eat	VV	eat
me	PP	me
.	SENT	.
growl	NN	growl
.	SENT	.
scratched	VVD	scratch
.	SENT	.
the	DT	the
baby	NN	baby
's	POS	's
hurt	VVN	hurt
.	SENT	.
it	PP	it
looks	VVZ	look
like	IN	like
it	PP	it
's	VVZ	's
a	DT	a
bite	NN	bite
.	SENT	.
now	RB	now
guess	VVP	guess
what	WP	what
?	SENT	?
the	DT	the
baby	NN	baby
's	POS	's
lying	VVG	lie
down	RB	down
now	RB	now
.	SENT	.
and	CC	and
these	DT	this
both	DT	both
have	NN	have
big	JJ	big
den	NN	den
.	SENT	.
where	WRB	where
's	VVZ	's
the	DT	the
tree	NN	tree
?	SENT	?
the	DT	the
other	JJ	other
tree	NN	tree
.	SENT	.
there	RB	there
.	SENT	.
put	VV	put
that	DT	that
right	RB	right
here	RB	here
.	SENT	.
and	CC	and
Googee	NP	googee
sleeps	VVZ	sleep
right	RB	right
here	RB	here
.	SENT	.
it	PP	it
's	VVZ	's
still	RB	still
nighttime	JJ	nighttime
.	SENT	.
unwind	VV	unwind
my	PP$	my
voice	NN	voice
.	SENT	.
I	PP	i
said	VVD	say
alright	NN	alright
,	,	,
alright	NN	alright
,	,	,
alright	NN	alright
.	SENT	.
yup	NN	yup
.	SENT	.
now	RB	now
.	SENT	.
okay	JJ	okay
.	SENT	.
and	CC	and
I	PP	i
'll	MD	will
yup	VV	yup
,	,	,
yup	NN	yup
.	SENT	.
the	DT	the
mother	NN	mother
and	CC	and
father	NN	father
it	PP	it
's	VVZ	's
morning	NN	morning
already	RB	already
now	RB	now
.	SENT	.
it	PP	it
's	VVZ	's
sticky	JJ	sticky
.	SENT	.
going	VVG	go
down	RB	down
behind	IN	behind
the	DT	the
earth	NN	earth
.	SENT	.
two	CD	two
moons	NNS	moon
.	SENT	.
now	RB	now
you	PP	you
say	VVP	say
you	PP	you
say	VVP	say
chicken	NN	chicken
.	SENT	.
you	PP	you
're	VVP	're
right	NN	right
,	,	,
baby	NN	baby
.	SENT	.
you	PP	you
're	VVP	're
right	NN	right
,	,	,
baby	NN	baby
,	,	,
chicken	NN	chicken
.	SENT	.
googoogoogoo	NN	googoogoogoo
.	SENT	.
googoogoo	NN	googoogoo
.	SENT	.
can	MD	can
you	PP	you
find	VV	find
me	PP	me
,	,	,
Daddy	NP	daddy
?	SENT	?
where	WRB	where
are	VBP	be
you	PP	you
?	SENT	?
wawawa	NN	wawawa
.	SENT	.
pretend	VV	pretend
this	DT	this
is	VBZ	be
the	DT	the
baby	NN	baby
,	,	,
okay	JJ	okay
?	SENT	?
Googee	NP	googee
.	SENT	.
what	WP	what
?	SENT	?
Googee	NP	googee
gee	UH	gee
.	SENT	.
wunch	NN	wunch
.	SENT	.
she	PP	she
can	MD	can
n't	RB	not
see	VV	see
.	SENT	.
she	PP	she
can	MD	can
n't	RB	not
she	PP	she
's	VVZ	's
not	RB	not
learning	VVG	learn
how	WRB	how
to	TO	to
walk	VV	walk
.	SENT	.
no	DT	no
,	,	,
let	NN	let
this	DT	this
be	VB	be
a	DT	a
baby	NN	baby
.	SENT	.
googoo	NN	googoo
.	SENT	.
now	RB	now
he	PP	he
's	VVZ	's
sleeping	VVG	sleep
right	NN	right
in	IN	in
his	PP$	his
crib	NN	crib
.	SENT	.
and	CC	and
the	DT	the
little	JJ	little
hey	UH	hey
what	WP	what
can	MD	can
be	VB	be
for	IN	for
his	PP$	his
toy	NN	toy
?	SENT	?
um	FW	um
.	SENT	.
a	DT	a
rattle	NN	rattle
?	SENT	?
what	WP	what
are	VBP	be
rattles	VVZ	rattle
?	SENT	?
oh	UH	oh
yeah	UH	yeah
.	SENT	.
could	MD	could
be	VB	be
a	DT	a
rattle	NN	rattle
.	SENT	.
well	RB	well
,	,	,
it	PP	it
's	VVZ	's
too	RB	too
big	JJ	big
um	FW	um
,	,	,
here	RB	here
's	VVZ	's
a	DT	a
little	JJ	little
another	DT	another
ball	NN	ball
.	SENT	.
they	PP	they
're	VVP	're
all	DT	all
messed	VVD	mess
up	IN	up
.	SENT	.
Dumbo	NP	dumbo
.	SENT	.
and	CC	and
the	DT	the
baby	NN	baby
's	POS	's
learning	VVG	learn
how	WRB	how
to	TO	to
talk	VV	talk
.	SENT	.
but	CC	but
Dumbo	NP	dumbo
is	VBZ	be
n't	RB	not
there	EX	there
and	CC	and
Dumbo	NP	dumbo
wants	VVZ	want
to	TO	to
be	VB	be
there	RB	there
.	SENT	.
I	PP	i
said	VVD	say
Dumbo	NP	dumbo
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
black	VV	black
the	DT	the
sun	NN	sun
's	POS	's
coming	VVG	come
up	IN	up
now	RB	now
.	SENT	.
yep	NN	yep
.	SENT	.
he	PP	he
wants	VVZ	want
to	TO	to
go	VV	go
to	TO	to
someone	NN	someone
's	POS	's
house	NN	house
.	SENT	.
button	NN	button
.	SENT	.
button	NN	button
.	SENT	.
now	RB	now
can	MD	can
I	PP	i
play	VV	play
with	IN	with
something	NN	something
else	RB	else
?	SENT	?
I	PP	i
want	VVP	want
to	TO	to
play	VV	play
with	IN	with
you	PP	you
,	,	,
with	IN	with
dolly	RB	dolly
.	SENT	.
come	VV	come
on	IN	on
.	SENT	.
and	CC	and
you	PP	you
'll	MD	will
be	VB	be
the	DT	the
nurse	NN	nurse
.	SENT	.
the	DT	the
doctor	NN	doctor
.	SENT	.
I	PP	i
'm	VBP	be
gon	VVG	gon
na	TO	na
get	VV	get
my	PP$	my
doctor	NN	doctor
how	WRB	how
come	VV	come
we	PP	we
have	VH	have
this	DT	this
?	SENT	?
no	DT	no
.	SENT	.
okay	JJ	okay
,	,	,
Suzy	NP	suzy
.	SENT	.
this	DT	this
is	VBZ	be
Doctor	NP	doctor
Seuss	NP	seuss
.	SENT	.
can	MD	can
you	PP	you
take	VV	take
Suzy	NP	suzy
's	POS	's
shirt	NN	shirt
off	IN	off
please	UH	please
?	SENT	?
you	PP	you
help	VVP	help
me	PP	me
very	RB	very
much	RB	much
,	,	,
right	NN	right
?	SENT	?
we	PP	we
need	VVP	need
to	TO	to
give	VV	give
her	PP$	her
a	DT	a
shot	NN	shoot
.	SENT	.
and	CC	and
that	DT	that
's	VVZ	's
the	DT	the
last	JJ	last
thing	NN	thing
.	SENT	.
alright	NN	alright
.	SENT	.
take	VV	take
your	PP$	your
feet	NNS	foot
,	,	,
put	VV	put
your	PP$	your
arm	NN	arm
up	IN	up
.	SENT	.
I	PP	i
'm	VBP	be
trying	VVG	try
to	TO	to
feel	VV	feel
her	PP$	her
heart	NN	heart
.	SENT	.
and	CC	and
I	PP	i
feel	VVP	feel
it	PP	it
.	SENT	.
it	PP	it
's	VVZ	's
beating	VVG	beat
very	RB	very
very	RB	very
fast	RB	fast
.	SENT	.
alright	NN	alright
now	RB	now
we	PP	we
can	MD	can
put	VV	put
her	PP$	her
shirt	NN	shirt
back	RB	back
on	IN	on
.	SENT	.
alright	NN	alright
?	SENT	?
here	RB	here
's	POS	's
her	PP$	her
shirt	NN	shirt
.	SENT	.
I	PP	i
do	VVP	do
n't	RB	not
need	VV	need
two	CD	two
doctors	NNS	doctor
.	SENT	.
alright	NN	alright
.	SENT	.
could	MD	could
we	PP	we
have	VH	have
some	DT	some
bandaids	NNS	<unknown>
,	,	,
Mommy	NP	mommy
.	SENT	.
real	JJ	real
ones	NNS	one
.	SENT	.
alright	NN	alright
.	SENT	.
yes	UH	yes
,	,	,
we	PP	we
do	VVP	do
.	SENT	.
ahhah	NN	ahhah
.	SENT	.
what	WP	what
kind	NN	kind
of	IN	of
germs	NNS	germ
does	VVZ	do
she	PP	she
have	VHP	have
?	SENT	?
what	WP	what
kind	NN	kind
of	IN	of
germs	NNS	germ
does	VVZ	do
she	PP	she
have	VHP	have
?	SENT	?
we	PP	we
have	VHP	have
no	DT	no
cold	JJ	cold
germs	NNS	germ
are	VBP	be
here	RB	here
.	SENT	.
but	CC	but
what	WP	what
kind	NN	kind
of	IN	of
does	VVZ	do
she	PP	she
have	VHP	have
?	SENT	?
crab	NN	crab
germs	NNS	germ
?	SENT	?
snake	NN	snake
germs	NNS	germ
?	SENT	?
spider	NN	spider
germs	NNS	germ
?	SENT	?
anteater	NN	anteater
germs	NNS	germ
?	SENT	?
oh	UH	oh
.	SENT	.
alright	NN	alright
.	SENT	.
alright	NN	alright
.	SENT	.
okay	JJ	okay
,	,	,
we	PP	we
did	VVD	do
n't	RB	not
give	VV	give
you	PP	you
a	DT	a
shot	NN	shoot
.	SENT	.
okay	JJ	okay
.	SENT	.
I	PP	i
want	VVP	want
them	PP	them
to	TO	to
work	VV	work
.	SENT	.
where	WRB	where
?	SENT	?
shot	NN	shoot
.	SENT	.
do	VVP	do
n't	RB	not
cry	VV	cry
.	SENT	.
it	PP	it
's	VVZ	's
alright	JJ	alright
.	SENT	.
I	PP	i
'm	VBP	be
a	DT	a
good	JJ	good
doctor	NN	doctor
.	SENT	.
I	PP	i
'm	VBP	be
a	DT	a
fine	JJ	fine
doctor	NN	doctor
.	SENT	.
my	PP$	my
name	NN	name
is	VBZ	be
Katherine	NP	katherine
.	SENT	.
remember	VV	remember
I	PP	i
used	VVD	use
to	TO	to
babysit	VV	babysit
for	IN	for
you	PP	you
?	SENT	?
remember	VV	remember
?	SENT	?
and	CC	and
tonight	RB	tonight
I	PP	i
'm	VBP	be
going	VVG	go
to	TO	to
babysit	VV	babysit
for	IN	for
you	PP	you
too	RB	too
.	SENT	.
your	PP$	your
Mommy	NP	mommy
's	POS	's
gon	VVG	gon
na	TO	na
be	VB	be
away	RB	away
.	SENT	.
but	CC	but
she	PP	she
's	VVZ	's
gon	VVG	gon
na	TO	na
take	VV	take
you	PP	you
back	RB	back
